,X1,Provider Name,DBA Name,State,Census Block FIPS Code,Technology Code,Consumer,Max Advertised Downstream Speed (mbps),Max Advertised Upstream Speed (mbps),Business
5330,2330,"HNS License Sub, LLC",HughesNet,OR,410470106003069,60,1,25,3,1
5331,2331,Succeed.Net,Succeed.Net,CA,060610211292001,70,1,100,10,1
5332,2332,"HNS License Sub, LLC",HughesNet,ME,230010201001028,60,1,25,3,1
5333,2333,"HNS License Sub, LLC",HughesNet,NY,360430111002030,60,1,25,3,1
5334,2334,S & T Communications LLC,S&T Communications,KS,201939531002045,70,1,10,1,1
5335,2335,"Charter Communications, Inc.",Charter Communications Inc,CA,060590994171026,43,1,940,35,1
5336,2336,Verizon Virginia LLC,Verizon Virginia LLC,VA,511539010012035,10,1,10,1,1
5337,2337,"VSAT Systems, LLC",Skycasters,CA,060670048011006,60,1,2,1.3,1
5338,2338,"ViaSat, Inc.",Viasat Inc,PA,420293030001006,60,1,35,3,1
5339,2339,"CenturyLink, Inc.",CenturyLink,MN,271230413012002,12,1,140,20,1
5340,2340,"ViaSat, Inc.",Viasat Inc,NM,350519624021343,60,1,35,3,1
5341,2341,"Charter Communications, Inc.",Charter Communications Inc,MO,290299502005064,43,1,940,35,1
5342,2342,"Charter Communications, Inc.",Charter Communications Inc,TX,480291314011003,43,1,940,35,1
5343,2343,GCI Communication Corp.,GCI Communication Corp.,OK,401091082211018,60,0,0,0,1
5344,2344,"Charter Communications, Inc.",Charter Communications Inc,MN,270359510002017,43,1,940,35,1
5345,2345,"HNS License Sub, LLC",HughesNet,DC,110010014021007,60,1,25,3,1
5346,2346,"HNS License Sub, LLC",HughesNet,IN,180632104005011,60,1,25,3,1
5347,2347,"ViaSat, Inc.",Viasat Inc,PA,420099610004011,60,1,35,3,1
5348,2348,"HNS License Sub, LLC",HughesNet,OH,391517108001051,60,1,25,3,1
5349,2349,"VSAT Systems, LLC",Skycasters,GA,132270506004001,60,1,2,1.3,1
5350,2350,"ViaSat, Inc.",Viasat Inc,PA,420950141003002,60,1,35,3,1
5351,2351,"VSAT Systems, LLC",Skycasters,TX,480770303023026,60,1,2,1.3,1
5352,2352,"HNS License Sub, LLC",HughesNet,MT,300859400022306,60,1,25,3,1
5353,2353,"ViaSat, Inc.",Viasat Inc,IL,171770004002022,60,1,35,3,1
5354,2354,"ViaSat, Inc.",Viasat Inc,NV,320079512021695,60,1,35,3,1
5355,2355,"Charter Communications, Inc.",Charter Communications Inc,FL,121030271061032,43,1,940,35,1
5356,2356,"Charter Communications, Inc.",Charter Communications Inc,CA,060374609004025,43,1,940,35,1
5357,2357,GCI Communication Corp.,GCI Communication Corp.,NC,371939604003030,60,0,0,0,1
5358,2358,"ViaSat, Inc.",Viasat Inc,ND,381059534001254,60,1,35,3,1
5359,2359,"VSAT Systems, LLC",Skycasters,AR,051159515022044,60,1,2,1.3,1
5360,2360,"SOUTHWESTERN BELL TELEPHONE COMPANY, L.P.",AT&T Southwest,TX,483750120002024,10,1,3,0.384,0
5361,2361,"HNS License Sub, LLC",HughesNet,TX,482419502001006,60,1,25,3,1
5362,2362,"VTX Communications, LLC",VTXC,TX,480610110003010,70,1,25,3,1
5363,2363,"BellSouth Telecommunications, Inc.",AT&T Louisiana,LA,220170224001035,11,1,6,0.512,0
5364,2364,"ViaSat, Inc.",Viasat Inc,AR,050279501003220,60,1,100,3,1
5365,2365,"Charter Communications, Inc.",Charter Communications Inc,NC,370350116013005,43,1,940,35,1
5366,2366,"VTel Wireless, Inc.","VTel Wireless, Inc.",VT,500219624002074,70,1,1.5,0.2,1
5367,2367,GCI Communication Corp.,GCI Communication Corp.,MS,281310202021204,60,0,0,0,1
5368,2368,"HNS License Sub, LLC",HughesNet,AR,050039601001028,60,1,25,3,1
5369,2369,"HNS License Sub, LLC",HughesNet,KY,211279301002022,60,1,25,3,1
5370,2370,AMG Technology Investment Group,Nextlink Residential,TX,484391006022040,70,1,50,10,1
5371,2371,GCI Communication Corp.,GCI Communication Corp.,SC,450070002002057,60,0,0,0,1
5372,2372,"ViaSat, Inc.",Viasat Inc,IN,181410124002021,60,1,100,3,1
5373,2373,GCI Communication Corp.,GCI Communication Corp.,AZ,040133200021013,60,0,0,0,1
5374,2374,"ViaSat, Inc.",Viasat Inc,LA,220730014001066,60,1,35,3,1
5375,2375,"ViaSat, Inc.",Viasat Inc,GA,131210110003000,60,1,100,3,1
5376,2376,"COMCAST CABLE COMMUNICATIONS, LLC",Comcast,FL,120110310022018,43,1,987,35,1
5377,2377,"HNS License Sub, LLC",HughesNet,IA,190610101053004,60,1,25,3,1
5378,2378,"ViaSat, Inc.",Viasat Inc,MO,291190703001064,60,1,100,3,1
5379,2379,"ViaSat, Inc.",Viasat Inc,ND,380959515001025,60,1,100,3,1
5380,2380,Nsight Telservices,Cellcom,WI,551410107001000,70,1,0.7,0.4,1
5381,2381,"VSAT Systems, LLC",Skycasters,MA,250214142004024,60,1,2,1.3,1
5382,2382,"VSAT Systems, LLC",Skycasters,FL,121090206023034,60,1,2,1.3,1
5383,2383,UNITED STATES CELLULAR CORPORATION,United States Cellular Corporation,NE,311799787004008,70,1,2,0.064,0
5384,2384,GCI Communication Corp.,GCI Communication Corp.,PA,421010037015003,60,0,0,0,1
5385,2385,Indiana Bell Telephone Company,AT&T Indiana,IN,180890424012007,10,1,3,0.384,0
5386,2386,"COMCAST CABLE COMMUNICATIONS, LLC",Comcast,MI,260210111001024,43,1,987,35,1
5387,2387,"HNS License Sub, LLC",HughesNet,OR,410470016043011,60,1,25,3,1
5388,2388,GCI Communication Corp.,GCI Communication Corp.,PA,420710122003032,60,0,0,0,1
5389,2389,"HNS License Sub, LLC",HughesNet,TX,481130113003021,60,1,25,3,1
5390,2390,"Joink, LLC",Joink,IN,181199557003015,70,1,15,2,1
5391,2391,"ViaSat, Inc.",Viasat Inc,MN,270890803001222,60,1,35,3,1
5392,2392,"COMCAST CABLE COMMUNICATIONS, LLC",Comcast,PA,420171003022024,43,1,987,35,1
5393,2393,"HNS License Sub, LLC",HughesNet,PR,721292202002033,60,1,25,3,1
5394,2394,Hudson Valley Wireless,Hudson Valley Wireless,NY,361150840003064,70,1,100,10,1
5395,2395,"HNS License Sub, LLC",HughesNet,CA,061070008002063,60,1,25,3,1
5396,2396,Joe Bustard,corridor,CA,060610234002007,70,1,10,10,1
5397,2397,"HNS License Sub, LLC",HughesNet,CA,060374300032012,60,1,25,3,1
5398,2398,"COMCAST CABLE COMMUNICATIONS, LLC",Comcast,TX,482014327013021,43,1,987,35,1
5399,2399,"ViaSat, Inc.",Viasat Inc,IA,191454901002022,60,1,35,3,1
5400,2400,"ViaSat, Inc.",Viasat Inc,MA,250158224023017,60,1,100,3,1
5401,2401,AT&T California,AT&T California,CA,060372016022010,12,1,100,20,0
5402,2402,GCI Communication Corp.,GCI Communication Corp.,PA,421279607005016,60,0,0,0,1
5403,2403,Frontier Communications Corporation,CTC Tennessee,TN,471410003031012,12,1,18,1,1
5404,2404,"ViaSat, Inc.",Viasat Inc,PA,420912091003006,60,1,35,3,1
5405,2405,"VSAT Systems, LLC",Skycasters,OH,391093151007014,60,1,2,1.3,1
5406,2406,"Liberty Cablevision of Puerto Rico, LLC",Liberty,PR,720691806003035,42,1,400,30,1
5407,2407,"Wisper ISP, INC",Wisper ISP,MO,295101273003068,70,1,25,4,1
5408,2408,LTD Broadband LLC,LTD Broadband,MN,270414508001090,70,1,250,250,1
5409,2409,Frontier Communications Corporation,Frontier North Indiana  GTE,IN,181570055001024,11,1,18,1,1
5410,2410,"CenturyLink, Inc.",CenturyLink,SD,461030116005155,12,1,10,1,1
5411,2411,"ViaSat, Inc.",Viasat Inc,CA,060190038041018,60,1,100,3,1
5412,2412,"VSAT Systems, LLC",Skycasters,CA,060070024004020,60,1,2,1.3,1
5413,2413,"VSAT Systems, LLC",Skycasters,AZ,040099405001497,60,1,2,1.3,1
5414,2414,"ViaSat, Inc.",Viasat Inc,CA,060190071002009,60,1,100,3,1
5415,2415,"Charter Communications, Inc.",Charter Communications Inc,HI,150070404001234,43,1,940,35,1
5416,2416,"VSAT Systems, LLC",Skycasters,WI,550979612004028,60,1,2,1.3,1
5417,2417,"HNS License Sub, LLC",HughesNet,CA,060750229032009,60,1,25,3,1
5418,2418,"VSAT Systems, LLC",Skycasters,MN,271130905001005,60,1,2,1.3,1
5419,2419,"CenturyLink, Inc.",CenturyLink,CO,081230009001009,12,1,60,5,1
5420,2420,GCI Communication Corp.,GCI Communication Corp.,FL,120050022001002,60,0,0,0,1
5421,2421,"BellSouth Telecommunications, Inc.",AT&T Kentucky,KY,212139704004070,10,1,1.5,0.128,0
5422,2422,Stealth Communications,Stealth Communications,NY,360610069001016,50,0,0,0,1
5423,2423,"PAETEC Communications, Inc.","PAETEC Communications, LLC",NV,320030029791019,50,0,0,0,1
5424,2424,Indiana Bell Telephone Company,AT&T Indiana,IN,181079575002080,11,1,10,0.6,0
5425,2425,GCI Communication Corp.,GCI Communication Corp.,GA,132219602012005,60,0,0,0,1
5426,2426,Agile Network Builders,Agile Networks,OH,391131201011004,70,0,0,0,1
5427,2427,"VSAT Systems, LLC",Skycasters,SC,450099601004038,60,1,2,1.3,1
5428,2428,GCI Communication Corp.,GCI Communication Corp.,MA,250277161001017,60,0,0,0,1
5429,2429,"HNS License Sub, LLC",HughesNet,MO,291833122041027,60,1,25,3,1
5430,2430,Agile Network Builders,Agile Networks,OH,390351861052004,70,0,0,0,1
5431,2431,S&T TELEPHONE CO,S&T Telephone Coop Assoc,KS,201099546003050,50,1,250,250,1
5432,2432,"VSAT Systems, LLC",Skycasters,TX,484930002011013,60,1,2,1.3,1
5433,2433,"VSAT Systems, LLC",Skycasters,LA,220330040092033,60,1,2,1.3,1
5434,2434,GCI Communication Corp.,GCI Communication Corp.,MN,270530121024000,60,0,0,0,1
5435,2435,"ViaSat, Inc.",Viasat Inc,AR,050754701001063,60,1,35,3,1
5436,2436,GCI Communication Corp.,GCI Communication Corp.,TX,480270233002114,60,0,0,0,1
5437,2437,GCI Communication Corp.,GCI Communication Corp.,IN,180816107021070,60,0,0,0,1
5438,2438,GCI Communication Corp.,GCI Communication Corp.,OH,391450029002025,60,0,0,0,1
5439,2439,GCI Communication Corp.,GCI Communication Corp.,AZ,040210014052029,60,0,0,0,1
5440,2440,GCI Communication Corp.,GCI Communication Corp.,WI,550710103002072,60,0,0,0,1
5441,2441,"HNS License Sub, LLC",HughesNet,IN,180190505042023,60,1,25,3,1
5442,2442,GCI Communication Corp.,GCI Communication Corp.,FL,121219706003019,60,0,0,0,1
5443,2443,"VSAT Systems, LLC",Skycasters,KY,211170640001014,60,1,2,1.3,1
5444,2444,GCI Communication Corp.,GCI Communication Corp.,MS,280750103023070,60,0,0,0,1
5445,2445,Verizon New Jersey Inc.,Verizon New Jersey Inc.,NJ,340110108003010,50,1,940,880,1
5446,2446,UNITED STATES CELLULAR CORPORATION,United States Cellular Corporation,WI,551110011001083,70,1,2,0.064,0
5447,2447,"RCN Telecom Services of Massachusetts, LLC",RCN,MA,250250006021010,42,1,500,20,1
5448,2448,Lackawaxen Telecommunications Services Inc,Lackawaxen Telecommunications Services Inc,PA,421039502012021,50,1,6,1,1
5449,2449,"ViaSat, Inc.",Viasat Inc,AR,051379502025022,60,1,35,3,1
5450,2450,GCI Communication Corp.,GCI Communication Corp.,PA,421298023041023,60,0,0,0,1
5451,2451,"HNS License Sub, LLC",HughesNet,IN,180990208004062,60,1,25,3,1
5452,2452,"HNS License Sub, LLC",HughesNet,ID,160739502003029,60,1,25,3,1
5453,2453,"HNS License Sub, LLC",HughesNet,FL,120860076061014,60,1,25,3,1
5454,2454,"VSAT Systems, LLC",Skycasters,IA,190919701001202,60,1,2,1.3,1
5455,2455,"HNS License Sub, LLC",HughesNet,CA,060133452022012,60,1,25,3,1
5456,2456,"SOUTHWESTERN BELL TELEPHONE COMPANY, L.P.",AT&T Southwest,OK,401139400102077,11,1,3,0.384,0
5457,2457,Verizon New York Inc.,Verizon New York Inc.,NY,360430101003017,10,1,5,0.768,1
5458,2458,"ViaSat, Inc.",Viasat Inc,IL,170438414012061,60,1,35,3,1
5459,2459,"Charter Communications, Inc.",Charter Communications Inc,IL,171635043022091,43,1,940,35,1
5460,2460,"ViaSat, Inc.",Viasat Inc,MI,260370110021050,60,1,100,3,1
5461,2461,"ViaSat, Inc.",Viasat Inc,OH,390490106012000,60,1,100,3,1
5462,2462,Verizon Pennsylvania LLC,Verizon Pennsylvania LLC,PA,421010139002028,50,1,940,880,1
5463,2463,UNITED STATES CELLULAR CORPORATION,United States Cellular Corporation,NC,370879207002100,70,1,2,0.064,0
5464,2464,"HNS License Sub, LLC",HughesNet,OK,400353734001018,60,1,25,3,1
5465,2465,"ViaSat, Inc.",Viasat Inc,TN,471130013001051,60,1,100,3,1
5466,2466,"VSAT Systems, LLC",Skycasters,KS,200259671002314,60,1,2,1.3,1
5467,2467,"HNS License Sub, LLC",HughesNet,MI,261251365003002,60,1,25,3,1
5468,2468,Phoenix Internet,PhoenixInternet,AZ,040210003143027,70,1,15,1,1
5469,2469,"ViaSat, Inc.",Viasat Inc,TX,482719501001544,60,1,35,3,1
5470,2470,"VSAT Systems, LLC",Skycasters,ME,230179658003047,60,1,2,1.3,1
5471,2471,"ViaSat, Inc.",Viasat Inc,MT,300290017001490,60,1,35,3,1
5472,2472,"ViaSat, Inc.",Viasat Inc,NY,360870134023009,60,1,35,3,1
5473,2473,"Windstream Conestoga, Inc",Windstream Conestoga Inc.,PA,420110117022012,11,1,12,0.76,0
5474,2474,Desert Winds Wireless,Internet Xpress & Desert Winds Wireless,WA,530659513001022,70,1,100,100,1
5475,2475,"SOUTHWESTERN BELL TELEPHONE COMPANY, L.P.",AT&T Southwest,TX,481130136193008,50,1,1000,1000,0
5476,2476,Verizon Pennsylvania LLC,Verizon Pennsylvania LLC,PA,420034803003005,50,1,940,880,1
5477,2477,"ViaSat, Inc.",Viasat Inc,FL,120710403084069,60,1,35,3,1
5478,2478,GCI Communication Corp.,GCI Communication Corp.,WI,550630104021016,60,0,0,0,1
5479,2479,GCI Communication Corp.,GCI Communication Corp.,NE,310019654001167,60,0,0,0,1
5480,2480,"HNS License Sub, LLC",HughesNet,WA,530019502002015,60,1,25,3,1
5481,2481,"FIVE AREA TELEPHONE COOP., INC.","FIVE AREA TELEPHONE COOP., INC.",TX,480179501006474,11,1,10,1,1
5482,2482,Verizon Virginia LLC,Verizon Virginia LLC,VA,516839104011009,10,1,15,1,1
5483,2483,"ViaSat, Inc.",Viasat Inc,MO,290770046003038,60,1,35,3,1
5484,2484,"HNS License Sub, LLC",HughesNet,OK,401430060003005,60,1,25,3,1
5485,2485,"Brevard Wireless, Inc.",Florida High Speed Internet,FL,120310123002022,70,1,50,50,1
5486,2486,GCI Communication Corp.,GCI Communication Corp.,MO,290499604001125,60,0,0,0,1
5487,2487,GCI Communication Corp.,GCI Communication Corp.,IL,170010101001036,60,0,0,0,1
5488,2488,GCI Communication Corp.,GCI Communication Corp.,OK,400790405002025,60,0,0,0,1
5489,2489,"Pioneer Telephone Cooperative, Inc.","Pioneer Telephone Cooperative, Inc.",OK,400599521001158,10,1,1.5,0.256,1
5490,2490,"VSAT Systems, LLC",Skycasters,ID,160779601002674,60,1,2,1.3,1
5491,2491,"ViaSat, Inc.",Viasat Inc,IL,170879776001014,60,1,100,3,1
5492,2492,GCI Communication Corp.,GCI Communication Corp.,MN,270550205002004,60,0,0,0,1
5493,2493,GCI Communication Corp.,GCI Communication Corp.,IL,170279004023033,60,0,0,0,1
5494,2494,"VSAT Systems, LLC",Skycasters,GA,130670301062014,60,1,2,1.3,1
5495,2495,"ViaSat, Inc.",Viasat Inc,CA,060790100022005,60,1,35,3,1
5496,2496,"HNS License Sub, LLC",HughesNet,WA,530110404151018,60,1,25,3,1
5497,2497,GCI Communication Corp.,GCI Communication Corp.,CA,060376706023016,60,0,0,0,1
5498,2498,"VTel Wireless, Inc.","VTel Wireless, Inc.",VT,500110105003056,70,1,1.5,0.2,1
5499,2499,"COMCAST CABLE COMMUNICATIONS, LLC",Comcast,CA,060470025002017,43,1,987,35,1
5500,2500,"BellSouth Telecommunications, Inc.",AT&T North Carolina,NC,370710335004020,12,1,100,20,0
5501,2501,GCI Communication Corp.,GCI Communication Corp.,OH,391570215003038,60,0,0,0,1
5502,2502,"SOUTHWESTERN BELL TELEPHONE COMPANY, L.P.",AT&T Southwest,OK,401091022001001,50,1,1000,1000,0
5503,2503,"Charter Communications, Inc.",Charter Communications Inc,WI,551390003003034,43,1,940,35,1
5504,2504,"Skybeam, Inc.",Rise Broadband,ID,160010102231017,70,1,25,4,1
5505,2505,GCI Communication Corp.,GCI Communication Corp.,NY,361031465003013,60,0,0,0,1
5506,2506,Suddenlink Communications,Suddenlink Communications,LA,221190317002024,43,1,400,40,1
5507,2507,"ViaSat, Inc.",Viasat Inc,AL,011070504002018,60,1,35,3,1
5508,2508,GCI Communication Corp.,GCI Communication Corp.,NY,360539401024001,60,0,0,0,1
5509,2509,Nsight Telservices,Cellcom,WI,550699607002035,70,1,0.7,0.4,1
5510,2510,"VSAT Systems, LLC",Skycasters,OK,401335838001303,60,1,2,1.3,1
5511,2511,GCI Communication Corp.,GCI Communication Corp.,MD,240450106042006,60,0,0,0,1
5512,2512,GCI Communication Corp.,GCI Communication Corp.,WV,540459565001025,60,0,0,0,1
5513,2513,"HNS License Sub, LLC",HughesNet,NE,310339549002043,60,1,25,3,1
5514,2514,GCI Communication Corp.,GCI Communication Corp.,AZ,040019440001968,60,0,0,0,1
5515,2515,"HNS License Sub, LLC",HughesNet,NY,360499503003009,60,1,25,3,1
5516,2516,"ViaSat, Inc.",Viasat Inc,IA,190594502001078,60,1,35,3,1
5517,2517,"ViaSat, Inc.",Viasat Inc,MN,271230409021015,60,1,100,3,1
5518,2518,GCI Communication Corp.,GCI Communication Corp.,TN,470699505001015,60,0,0,0,1
5519,2519,GCI Communication Corp.,GCI Communication Corp.,SC,450410012001003,60,0,0,0,1
5520,2520,"CNSP, Internet, dba NMSURF","CNSP, Inc. dba NMSURF(Rio Rancho)",NM,350010001253017,70,1,50,10,1
5521,2521,"ViaSat, Inc.",Viasat Inc,CA,060310002002064,60,1,35,3,1
5522,2522,"ViaSat, Inc.",Viasat Inc,CA,060170320001052,60,1,100,3,1
5523,2523,GCI Communication Corp.,GCI Communication Corp.,LA,221190314002083,60,0,0,0,1
5524,2524,Frontier Communications Corporation,GTE-SW DBA VERIZON SW INC TX,TX,481130190265014,11,1,6,1,1
5525,2525,"Charter Communications, Inc.",Charter Communications Inc,OR,410290013023005,43,1,940,35,1
5526,2526,"Charter Communications, Inc.",Charter Communications Inc,AL,010550110022043,43,1,940,35,1
5527,2527,GCI Communication Corp.,GCI Communication Corp.,MA,250214003003004,60,0,0,0,1
5528,2528,"Puerto Rico Telephone Company, Inc.",PRT_CLARO,PR,720678203002057,11,1,16,1,1
5529,2529,"MGW Networks, L.L.C.",Lingo Networks,VA,511552107001042,70,1,25,3,1
5530,2530,"VSAT Systems, LLC",Skycasters,CA,060650469001805,60,1,2,1.3,1
5531,2531,Michigan Bell Telephone Company,AT&T Michigan,MI,261635394001008,50,1,1000,1000,0
5532,2532,UNITED STATES CELLULAR CORPORATION,United States Cellular Corporation,ME,230259665001047,70,1,2,0.064,0
5533,2533,AT&T Mobility Puerto Rico Inc.,Centennial,PR,721355106022012,70,0,0,0,1
5534,2534,GCI Communication Corp.,GCI Communication Corp.,IL,170978616032055,60,0,0,0,1
5535,2535,"ViaSat, Inc.",Viasat Inc,MO,290270708002063,60,1,100,3,1
5536,2536,"ViaSat, Inc.",Viasat Inc,GA,130390102002054,60,1,35,3,1
5537,2537,"SOUTHWESTERN BELL TELEPHONE COMPANY, L.P.",AT&T Southwest,MO,291892151442015,11,1,18,0.768,0
5538,2538,"Knology of Alabama, Inc.",WOW,AL,011010020004003,50,1,1000,50,1
5539,2539,The Ohio Bell Telephone Company,AT&T Ohio,OH,390170112003028,10,1,6,0.512,0
5540,2540,"ViaSat, Inc.",Viasat Inc,MT,300359760001048,60,1,35,3,1
5541,2541,"ViaSat, Inc.",Viasat Inc,NE,310550075173013,60,1,100,3,1
5542,2542,Verizon New Jersey Inc.,Verizon New Jersey Inc.,NJ,340130067002007,10,1,5,0.768,1
5543,2543,GCI Communication Corp.,GCI Communication Corp.,UT,490479402011975,60,0,0,0,1
5544,2544,"ViaSat, Inc.",Viasat Inc,SC,450870309002028,60,1,35,3,1
5545,2545,"Sunset Fiber, LLC",OptiNet,VA,510270101005064,50,1,1000,50,1
5546,2546,"ViaSat, Inc.",Viasat Inc,TN,471570215401044,60,1,100,3,1
5547,2547,"HNS License Sub, LLC",HughesNet,OH,391354550021078,60,1,25,3,1
5548,2548,"VSAT Systems, LLC",Skycasters,TX,480559607004088,60,1,2,1.3,1
5549,2549,"ViaSat, Inc.",Viasat Inc,FL,120970423002023,60,1,100,3,1
5550,2550,"Birch Communications, Inc.","Fusion Cloud Services, Inc.",TX,480850315061059,30,0,0,0,1
5551,2551,GCI Communication Corp.,GCI Communication Corp.,NY,361031595062012,60,0,0,0,1
5552,2552,Frontier Communications Corporation,GTE-SW DBA VERIZON SW INC TX,TX,480519705002175,11,1,18,1,1
5553,2553,"VSAT Systems, LLC",Skycasters,MI,260210209002030,60,1,2,1.3,1
5554,2554,Brown Dog Networks,Brown Dog Networks,MO,291892133005020,70,1,15,5,1
5555,2555,"HNS License Sub, LLC",HughesNet,CO,080130134023011,60,1,25,3,1
5556,2556,"VSAT Systems, LLC",Skycasters,PA,421070019003044,60,1,2,1.3,1
5557,2557,"ViaSat, Inc.",Viasat Inc,NE,311239525001512,60,1,35,3,1
5558,2558,"VSAT Systems, LLC",Skycasters,FL,120710403091018,60,1,2,1.3,1
5559,2559,GCI Communication Corp.,GCI Communication Corp.,CA,060790122002001,60,0,0,0,1
5560,2560,"HNS License Sub, LLC",HughesNet,PA,420250209002002,60,1,25,3,1
5561,2561,"Atlantic Broadband Finance, LLC","Atlantic Broadband Finance, LLC",VA,511159514001137,43,1,1000,51,1
5562,2562,"HNS License Sub, LLC",HughesNet,CA,061110053052001,60,1,25,3,1
5563,2563,"HNS License Sub, LLC",HughesNet,UT,490211103002618,60,1,25,3,1
5564,2564,"VSAT Systems, LLC",Skycasters,MN,270799505003182,60,1,2,1.3,1
5565,2565,"VSAT Systems, LLC",Skycasters,PR,720352609022081,60,1,2,1.3,1
5566,2566,"ViaSat, Inc.",Viasat Inc,SD,460299546002109,60,1,35,3,1
5567,2567,"HNS License Sub, LLC",HughesNet,MN,271130901002168,60,1,25,3,1
5568,2568,"Level  3 Communications, LLC",CenturyLink,ID,160399604001603,50,0,0,0,1
5569,2569,"ECSIS.NET, LLC DBA Electronic Communication Systems","ECSIS.NET, LLC",TN,471319654003086,11,1,24,2,1
5570,2570,Suddenlink Communications,Suddenlink Communications,TX,482917003003033,43,1,100,10,1
5571,2571,"VSAT Systems, LLC",Skycasters,OR,410430305002078,60,1,2,1.3,1
5572,2572,"HNS License Sub, LLC",HughesNet,MI,261251661002011,60,1,25,3,1
5573,2573,"VSAT Systems, LLC",Skycasters,WI,551351011001000,60,1,2,1.3,1
5574,2574,"Peoples Communication, LLC","Peoples Communication, LLC",TX,484999504001044,70,1,10,2,1
5575,2575,GCI Communication Corp.,GCI Communication Corp.,CA,060871207002022,60,0,0,0,1
5576,2576,GCI Communication Corp.,GCI Communication Corp.,OH,390017701004070,60,0,0,0,1
5577,2577,"ViaSat, Inc.",Viasat Inc,MD,240037308001068,60,1,100,3,1
5578,2578,"HNS License Sub, LLC",HughesNet,FL,120090713381016,60,1,25,3,1
5579,2579,GCI Communication Corp.,GCI Communication Corp.,WA,530770017012115,60,0,0,0,1
5580,2580,UNITED STATES CELLULAR CORPORATION,United States Cellular Corporation,IL,171610204003021,70,1,2,0.064,0
5581,2581,"BellSouth Telecommunications, Inc.",AT&T North Carolina,NC,370459516022028,11,1,18,0.768,0
5582,2582,"ViaSat, Inc.",Viasat Inc,NE,310039798003102,60,1,100,3,1
5583,2583,Illinois Bell Telephone Company,AT&T Illinois,IL,170898525003000,10,1,6,0.512,0
5584,2584,"Resound Networks, LLC",Resound Networks LLC,TX,483030018043003,70,1,100,15,0
5585,2585,"HNS License Sub, LLC",HughesNet,WI,551390022012050,60,1,25,3,1
5586,2586,"ViaSat, Inc.",Viasat Inc,OR,410239601003306,60,1,35,3,1
5587,2587,GCI Communication Corp.,GCI Communication Corp.,OH,391034083011007,60,0,0,0,1
5588,2588,"HNS License Sub, LLC",HughesNet,MS,281339505001050,60,1,25,3,1
5589,2589,UNITED STATES CELLULAR CORPORATION,United States Cellular Corporation,KS,201211006011083,70,1,2,0.064,0
5590,2590,Monmouth Telephone & Telegraph,Monmouth Telephone & Telegraph,NJ,340210033022067,30,0,0,0,1
5591,2591,U.S. TelePacific Corp.,TPx Communications,CA,060411122022041,30,0,0,0,1
5592,2592,Axiom Technologies,Axiom Technologies,ME,230299563003033,70,1,5,3,0
5593,2593,"ViaSat, Inc.",Viasat Inc,MO,290470212053010,60,1,100,3,1
5594,2594,GCI Communication Corp.,GCI Communication Corp.,CA,060190065011046,60,0,0,0,1
5595,2595,"VSAT Systems, LLC",Skycasters,CO,080839693002067,60,1,2,1.3,1
5596,2596,"Metro Fibernet, LLC",Metronet,IN,180419544001044,50,1,1000,1000,1
5597,2597,"VSAT Systems, LLC",Skycasters,FL,121030208004003,60,1,2,1.3,1
5598,2598,Michigan Bell Telephone Company,AT&T Michigan,MI,261635718001014,50,1,1000,1000,0
5599,2599,GCI Communication Corp.,GCI Communication Corp.,PA,420893003122078,60,0,0,0,1
5600,2600,"VSAT Systems, LLC",Skycasters,MN,270530275013034,60,1,2,1.3,1
5601,2601,"HNS License Sub, LLC",HughesNet,MO,290770006002009,60,1,25,3,1
5602,2602,New Source Broadband I LLC,New Source Broadband I LLC,TX,480590302002471,70,1,50,50,1
5603,2603,"HNS License Sub, LLC",HughesNet,NY,360670154002017,60,1,25,3,1
5604,2604,GCI Communication Corp.,GCI Communication Corp.,IN,180839552004074,60,0,0,0,1
5605,2605,UNITED STATES CELLULAR CORPORATION,United States Cellular Corporation,WV,540550017002090,70,1,2,0.064,0
5606,2606,Suddenlink Communications,Suddenlink Communications,OK,401519542003046,43,1,100,10,1
5607,2607,GCI Communication Corp.,GCI Communication Corp.,NC,371830534081001,60,0,0,0,1
5608,2608,GCI Communication Corp.,GCI Communication Corp.,OR,410390003002030,60,0,0,0,1
5609,2609,"VSAT Systems, LLC",Skycasters,IN,180973401141021,60,1,2,1.3,1
5610,2610,GCI Communication Corp.,GCI Communication Corp.,GA,132779601002036,60,0,0,0,1
5611,2611,GCI Communication Corp.,GCI Communication Corp.,AZ,040136117002025,60,0,0,0,1
5612,2612,"Brevard Wireless, Inc.",Florida High Speed Internet,FL,120310110001019,70,1,50,50,1
5613,2613,Frontier Communications Corporation,Commonwealth of Pennsylvania,PA,420159510002030,12,1,90,5,1
5614,2614,"WaveDivision Holdings, LLC",Wave,CA,060133372005007,42,1,100,5,1
5615,2615,Kentucky RSA #3 Cellular General Partnership,Bluegrass Wireless LLC,KY,211419603001057,70,1,12,5,1
5616,2616,GCI Communication Corp.,GCI Communication Corp.,FL,120110202041013,60,0,0,0,1
5617,2617,"VSAT Systems, LLC",Skycasters,IA,191930003005002,60,1,2,1.3,1
5618,2618,"VSAT Systems, LLC",Skycasters,AZ,040050013023231,60,1,2,1.3,1
5619,2619,"Skybeam, Inc.",Rise Broadband,TX,484910209003148,70,1,10,2,1
5620,2620,"ViaSat, Inc.",Viasat Inc,TX,484619502001618,60,1,35,3,1
